site_id,data_product,data_policy,citation_doi,citation_url,citation_text,citation_source,citation_source_url
CA-SJ2,FLUXNET,CCBY4.0,10.17190/AMF/3365261,https://doi.org/10.17190/AMF/3365261,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-SJ3,BASE-BADM,CCBY4.0,10.17190/AMF/1436322,https://doi.org/10.17190/AMF/1436322,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-SJ3,BASE-BADM,LEGACY,10.17190/AMF/1436322,https://doi.org/10.17190/AMF/1436322,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-SJ3,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-SMC,BASE-BADM,CCBY4.0,10.17190/AMF/1767830,https://doi.org/10.17190/AMF/1767830,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-SMC,BASE-BADM,LEGACY,10.17190/AMF/1767830,https://doi.org/10.17190/AMF/1767830,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-SMC,FLUXNET,CCBY4.0,10.17190/AMF/2571111,https://doi.org/10.17190/AMF/2571111,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-ST1,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-ST1,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-ST1,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-ST2,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-ST2,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-ST2,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TP1,BASE-BADM,CCBY4.0,10.17190/AMF/1246009,https://doi.org/10.17190/AMF/1246009,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TP1,BASE-BADM,LEGACY,10.17190/AMF/1246009,https://doi.org/10.17190/AMF/1246009,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TP1,FLUXNET,CCBY4.0,10.17190/AMF/2006962,https://doi.org/10.17190/AMF/2006962,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TP1,FLUXNET2015,CCBY4.0,10.18140/FLX/1440050,https://doi.org/10.18140/FLX/1440050,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CA-TP1
CA-TP2,BASE-BADM,CCBY4.0,10.17190/AMF/1246010,https://doi.org/10.17190/AMF/1246010,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TP2,BASE-BADM,LEGACY,10.17190/AMF/1246010,https://doi.org/10.17190/AMF/1246010,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TP2,FLUXNET,CCBY4.0,10.17190/AMF/3365262,https://doi.org/10.17190/AMF/3365262,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TP2,FLUXNET2015,CCBY4.0,10.18140/FLX/1440051,https://doi.org/10.18140/FLX/1440051,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CA-TP2
CA-TP3,BASE-BADM,CCBY4.0,10.17190/AMF/1246011,https://doi.org/10.17190/AMF/1246011,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TP3,BASE-BADM,LEGACY,10.17190/AMF/1246011,https://doi.org/10.17190/AMF/1246011,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TP3,FLUXNET,CCBY4.0,10.17190/AMF/1881566,https://doi.org/10.17190/AMF/1881566,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TP3,FLUXNET2015,CCBY4.0,10.18140/FLX/1440052,https://doi.org/10.18140/FLX/1440052,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CA-TP3
CA-TP4,BASE-BADM,CCBY4.0,10.17190/AMF/1246012,https://doi.org/10.17190/AMF/1246012,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TP4,BASE-BADM,LEGACY,10.17190/AMF/1246012,https://doi.org/10.17190/AMF/1246012,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TP4,FLUXNET,CCBY4.0,10.17190/AMF/3365263,https://doi.org/10.17190/AMF/3365263,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TP4,FLUXNET2015,CCBY4.0,10.18140/FLX/1440053,https://doi.org/10.18140/FLX/1440053,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CA-TP4
CA-TPA,BASE-BADM,CCBY4.0,10.17190/AMF/2563529,https://doi.org/10.17190/AMF/2563529,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TPA,BASE-BADM,LEGACY,10.17190/AMF/2563529,https://doi.org/10.17190/AMF/2563529,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TPA,FLUXNET,CCBY4.0,10.17190/AMF/3027362,https://doi.org/10.17190/AMF/3027362,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TPD,BASE-BADM,CCBY4.0,10.17190/AMF/1246152,https://doi.org/10.17190/AMF/1246152,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TPD,BASE-BADM,LEGACY,10.17190/AMF/1246152,https://doi.org/10.17190/AMF/1246152,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TPD,FLUXNET,CCBY4.0,10.17190/AMF/1881567,https://doi.org/10.17190/AMF/1881567,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TPD,FLUXNET2015,CCBY4.0,10.18140/FLX/1440112,https://doi.org/10.18140/FLX/1440112,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CA-TPD
CA-TVC,BASE-BADM,CCBY4.0,10.17190/AMF/1767831,https://doi.org/10.17190/AMF/1767831,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TVC,BASE-BADM,LEGACY,10.17190/AMF/1767831,https://doi.org/10.17190/AMF/1767831,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-TVC,FLUXNET,CCBY4.0,10.17190/AMF/3365267,https://doi.org/10.17190/AMF/3365267,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-WP1,BASE-BADM,CCBY4.0,10.17190/AMF/1436323,https://doi.org/10.17190/AMF/1436323,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-WP1,BASE-BADM,LEGACY,10.17190/AMF/1436323,https://doi.org/10.17190/AMF/1436323,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-WP1,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-WP2,BASE-BADM,CCBY4.0,10.17190/AMF/1436324,https://doi.org/10.17190/AMF/1436324,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-WP2,BASE-BADM,LEGACY,10.17190/AMF/1436324,https://doi.org/10.17190/AMF/1436324,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-WP2,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-WP3,BASE-BADM,CCBY4.0,10.17190/AMF/1436325,https://doi.org/10.17190/AMF/1436325,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-WP3,BASE-BADM,LEGACY,10.17190/AMF/1436325,https://doi.org/10.17190/AMF/1436325,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-WP3,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-WRF,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-WRF,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CA-WRF,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CG-Tch,FLUXNET2015,CCBY4.0,10.18140/FLX/1440142,https://doi.org/10.18140/FLX/1440142,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CG-Tch
CH-Cha,FLUXNET2015,CCBY4.0,10.18140/FLX/1440131,https://doi.org/10.18140/FLX/1440131,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CH-Cha
CH-Dav,FLUXNET2015,CCBY4.0,10.18140/FLX/1440132,https://doi.org/10.18140/FLX/1440132,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CH-Dav
CH-Fru,FLUXNET2015,CCBY4.0,10.18140/FLX/1440133,https://doi.org/10.18140/FLX/1440133,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CH-Fru
CH-Lae,FLUXNET2015,CCBY4.0,10.18140/FLX/1440134,https://doi.org/10.18140/FLX/1440134,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CH-Lae
CH-Oe1,FLUXNET2015,CCBY4.0,10.18140/FLX/1440135,https://doi.org/10.18140/FLX/1440135,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CH-Oe1
CH-Oe2,FLUXNET2015,CCBY4.0,10.18140/FLX/1440136,https://doi.org/10.18140/FLX/1440136,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CH-Oe2
CL-ACF,BASE-BADM,CCBY4.0,10.17190/AMF/2563530,https://doi.org/10.17190/AMF/2563530,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CL-ACF,BASE-BADM,LEGACY,10.17190/AMF/2563530,https://doi.org/10.17190/AMF/2563530,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CL-ACF,FLUXNET,CCBY4.0,10.17190/AMF/2571129,https://doi.org/10.17190/AMF/2571129,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CL-FJS,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CL-FJS,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CL-FJS,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CL-OPP,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CL-OPP,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CL-OPP,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CL-SDF,BASE-BADM,CCBY4.0,10.17190/AMF/1902273,https://doi.org/10.17190/AMF/1902273,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CL-SDF,BASE-BADM,LEGACY,10.17190/AMF/1902273,https://doi.org/10.17190/AMF/1902273,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CL-SDF,FLUXNET,CCBY4.0,10.17190/AMF/2469441,https://doi.org/10.17190/AMF/2469441,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CL-SDP,BASE-BADM,CCBY4.0,10.17190/AMF/1902274,https://doi.org/10.17190/AMF/1902274,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CL-SDP,BASE-BADM,LEGACY,10.17190/AMF/1902274,https://doi.org/10.17190/AMF/1902274,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CL-SDP,FLUXNET,CCBY4.0,10.17190/AMF/2571108,https://doi.org/10.17190/AMF/2571108,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CN-Cha,FLUXNET2015,CCBY4.0,10.18140/FLX/1440137,https://doi.org/10.18140/FLX/1440137,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CN-Cha
CN-Cng,FLUXNET2015,CCBY4.0,10.18140/FLX/1440209,https://doi.org/10.18140/FLX/1440209,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CN-Cng
CN-Dan,FLUXNET2015,CCBY4.0,10.18140/FLX/1440138,https://doi.org/10.18140/FLX/1440138,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CN-Dan
CN-Din,FLUXNET2015,CCBY4.0,10.18140/FLX/1440139,https://doi.org/10.18140/FLX/1440139,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CN-Din
CN-Du2,FLUXNET2015,CCBY4.0,10.18140/FLX/1440140,https://doi.org/10.18140/FLX/1440140,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CN-Du2
CN-Du3,FLUXNET2015,CCBY4.0,10.18140/FLX/1440210,https://doi.org/10.18140/FLX/1440210,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CN-Du3
CN-Ha2,FLUXNET2015,CCBY4.0,10.18140/FLX/1440211,https://doi.org/10.18140/FLX/1440211,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CN-Ha2
CN-HaM,FLUXNET2015,CCBY4.0,10.18140/FLX/1440190,https://doi.org/10.18140/FLX/1440190,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CN-HaM
CN-Qia,FLUXNET2015,CCBY4.0,10.18140/FLX/1440141,https://doi.org/10.18140/FLX/1440141,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CN-Qia
CN-Sw2,FLUXNET2015,CCBY4.0,10.18140/FLX/1440212,https://doi.org/10.18140/FLX/1440212,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CN-Sw2
CO-GV1,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CO-GV1,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CO-GV1,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CO-GV2,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CO-GV2,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CO-GV2,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CR-Dos,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CR-Dos,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CR-Dos,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CR-Fsc,BASE-BADM,CCBY4.0,10.17190/AMF/1829504,https://doi.org/10.17190/AMF/1829504,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CR-Fsc,BASE-BADM,LEGACY,10.17190/AMF/1829504,https://doi.org/10.17190/AMF/1829504,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CR-Fsc,FLUXNET,CCBY4.0,10.17190/AMF/2571109,https://doi.org/10.17190/AMF/2571109,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CR-Lse,BASE-BADM,CCBY4.0,10.17190/AMF/1246013,https://doi.org/10.17190/AMF/1246013,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CR-Lse,BASE-BADM,LEGACY,10.17190/AMF/1246013,https://doi.org/10.17190/AMF/1246013,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CR-Lse,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CR-Nmr,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CR-Nmr,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CR-Nmr,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CR-SoC,BASE-BADM,CCBY4.0,10.17190/AMF/1880911,https://doi.org/10.17190/AMF/1880911,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CR-SoC,BASE-BADM,LEGACY,10.17190/AMF/1880911,https://doi.org/10.17190/AMF/1880911,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CR-SoC,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
CZ-BK1,FLUXNET2015,CCBY4.0,10.18140/FLX/1440143,https://doi.org/10.18140/FLX/1440143,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CZ-BK1
CZ-BK2,FLUXNET2015,CCBY4.0,10.18140/FLX/1440144,https://doi.org/10.18140/FLX/1440144,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CZ-BK2
CZ-wet,FLUXNET2015,CCBY4.0,10.18140/FLX/1440145,https://doi.org/10.18140/FLX/1440145,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/CZ-wet
DE-Akm,FLUXNET2015,CCBY4.0,10.18140/FLX/1440213,https://doi.org/10.18140/FLX/1440213,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/DE-Akm
DE-Geb,FLUXNET2015,CCBY4.0,10.18140/FLX/1440146,https://doi.org/10.18140/FLX/1440146,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/DE-Geb
DE-Gri,FLUXNET2015,CCBY4.0,10.18140/FLX/1440147,https://doi.org/10.18140/FLX/1440147,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/DE-Gri
DE-Hai,FLUXNET2015,CCBY4.0,10.18140/FLX/1440148,https://doi.org/10.18140/FLX/1440148,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/DE-Hai
DE-Kli,FLUXNET2015,CCBY4.0,10.18140/FLX/1440149,https://doi.org/10.18140/FLX/1440149,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/DE-Kli
DE-Lkb,FLUXNET2015,CCBY4.0,10.18140/FLX/1440214,https://doi.org/10.18140/FLX/1440214,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/DE-Lkb
DE-Lnf,FLUXNET2015,CCBY4.0,10.18140/FLX/1440150,https://doi.org/10.18140/FLX/1440150,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/DE-Lnf
DE-Obe,FLUXNET2015,CCBY4.0,10.18140/FLX/1440151,https://doi.org/10.18140/FLX/1440151,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/DE-Obe
DE-RuR,FLUXNET2015,CCBY4.0,10.18140/FLX/1440215,https://doi.org/10.18140/FLX/1440215,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/DE-RuR
DE-RuS,FLUXNET2015,CCBY4.0,10.18140/FLX/1440216,https://doi.org/10.18140/FLX/1440216,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/DE-RuS
DE-Seh,FLUXNET2015,CCBY4.0,10.18140/FLX/1440217,https://doi.org/10.18140/FLX/1440217,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/DE-Seh
DE-SfN,FLUXNET2015,CCBY4.0,10.18140/FLX/1440219,https://doi.org/10.18140/FLX/1440219,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/DE-SfN
DE-Spw,FLUXNET2015,CCBY4.0,10.18140/FLX/1440220,https://doi.org/10.18140/FLX/1440220,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/DE-Spw
DE-Tha,FLUXNET2015,CCBY4.0,10.18140/FLX/1440152,https://doi.org/10.18140/FLX/1440152,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/DE-Tha
DE-Zrk,FLUXNET2015,CCBY4.0,10.18140/FLX/1440221,https://doi.org/10.18140/FLX/1440221,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/DE-Zrk
DK-Eng,FLUXNET2015,CCBY4.0,10.18140/FLX/1440153,https://doi.org/10.18140/FLX/1440153,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/DK-Eng
DK-Fou,FLUXNET2015,CCBY4.0,10.18140/FLX/1440154,https://doi.org/10.18140/FLX/1440154,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/DK-Fou
DK-Sor,FLUXNET2015,CCBY4.0,10.18140/FLX/1440155,https://doi.org/10.18140/FLX/1440155,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/DK-Sor
ES-Amo,FLUXNET2015,CCBY4.0,10.18140/FLX/1440156,https://doi.org/10.18140/FLX/1440156,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/ES-Amo
ES-LgS,FLUXNET2015,CCBY4.0,10.18140/FLX/1440225,https://doi.org/10.18140/FLX/1440225,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/ES-LgS
ES-LJu,FLUXNET2015,CCBY4.0,10.18140/FLX/1440157,https://doi.org/10.18140/FLX/1440157,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/ES-LJu
ES-Ln2,FLUXNET2015,CCBY4.0,10.18140/FLX/1440226,https://doi.org/10.18140/FLX/1440226,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/ES-Ln2
FI-Hyy,FLUXNET2015,CCBY4.0,10.18140/FLX/1440158,https://doi.org/10.18140/FLX/1440158,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/FI-Hyy
FI-Jok,FLUXNET2015,CCBY4.0,10.18140/FLX/1440159,https://doi.org/10.18140/FLX/1440159,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/FI-Jok
FI-Let,FLUXNET2015,CCBY4.0,10.18140/FLX/1440227,https://doi.org/10.18140/FLX/1440227,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/FI-Let
FI-Lom,FLUXNET2015,CCBY4.0,10.18140/FLX/1440228,https://doi.org/10.18140/FLX/1440228,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/FI-Lom
FI-Sod,FLUXNET2015,CCBY4.0,10.18140/FLX/1440160,https://doi.org/10.18140/FLX/1440160,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/FI-Sod
FR-Fon,FLUXNET2015,CCBY4.0,10.18140/FLX/1440161,https://doi.org/10.18140/FLX/1440161,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/FR-Fon
FR-Gri,FLUXNET2015,CCBY4.0,10.18140/FLX/1440162,https://doi.org/10.18140/FLX/1440162,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/FR-Gri
FR-LBr,FLUXNET2015,CCBY4.0,10.18140/FLX/1440163,https://doi.org/10.18140/FLX/1440163,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/FR-LBr
FR-Pue,FLUXNET2015,CCBY4.0,10.18140/FLX/1440164,https://doi.org/10.18140/FLX/1440164,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/FR-Pue
GF-Guy,FLUXNET2015,CCBY4.0,10.18140/FLX/1440165,https://doi.org/10.18140/FLX/1440165,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/GF-Guy
GH-Ank,FLUXNET2015,CCBY4.0,10.18140/FLX/1440229,https://doi.org/10.18140/FLX/1440229,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/GH-Ank
GL-NuF,FLUXNET2015,CCBY4.0,10.18140/FLX/1440222,https://doi.org/10.18140/FLX/1440222,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/GL-NuF
GL-ZaF,FLUXNET2015,CCBY4.0,10.18140/FLX/1440223,https://doi.org/10.18140/FLX/1440223,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/GL-ZaF
GL-ZaH,FLUXNET2015,CCBY4.0,10.18140/FLX/1440224,https://doi.org/10.18140/FLX/1440224,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/GL-ZaH
IT-BCi,FLUXNET2015,CCBY4.0,10.18140/FLX/1440166,https://doi.org/10.18140/FLX/1440166,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/IT-BCi
