site_id,data_product,data_policy,citation_doi,citation_url,citation_text,citation_source,citation_source_url
US-SFP,BASE-BADM,CCBY4.0,10.17190/AMF/1246126,https://doi.org/10.17190/AMF/1246126,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SFP,BASE-BADM,LEGACY,10.17190/AMF/1246126,https://doi.org/10.17190/AMF/1246126,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SFP,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SHC,BASE-BADM,CCBY4.0,10.17190/AMF/2567985,https://doi.org/10.17190/AMF/2567985,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SHC,BASE-BADM,LEGACY,10.17190/AMF/2567985,https://doi.org/10.17190/AMF/2567985,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SHC,FLUXNET,CCBY4.0,10.17190/AMF/2571110,https://doi.org/10.17190/AMF/2571110,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Shd,BASE-BADM,CCBY4.0,10.17190/AMF/1246095,https://doi.org/10.17190/AMF/1246095,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Shd,BASE-BADM,LEGACY,10.17190/AMF/1246095,https://doi.org/10.17190/AMF/1246095,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Shd,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SHS,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SHS,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SHS,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Si1,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Si1,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Si1,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Si2,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Si2,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Si2,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SJ1,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SJ1,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SJ1,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SJ2,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SJ2,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SJ2,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Skr,BASE-BADM,CCBY4.0,10.17190/AMF/1246105,https://doi.org/10.17190/AMF/1246105,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Skr,BASE-BADM,LEGACY,10.17190/AMF/1246105,https://doi.org/10.17190/AMF/1246105,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Skr,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Slt,BASE-BADM,CCBY4.0,10.17190/AMF/1246096,https://doi.org/10.17190/AMF/1246096,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Slt,BASE-BADM,LEGACY,10.17190/AMF/1246096,https://doi.org/10.17190/AMF/1246096,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Slt,FLUXNET,CCBY4.0,10.17190/AMF/2571104,https://doi.org/10.17190/AMF/2571104,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SM1,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SM1,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SM1,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SM2,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SM2,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SM2,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SM3,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SM3,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SM3,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Snd,BASE-BADM,CCBY4.0,10.17190/AMF/1246094,https://doi.org/10.17190/AMF/1246094,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Snd,BASE-BADM,LEGACY,10.17190/AMF/1246094,https://doi.org/10.17190/AMF/1246094,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Snd,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Sne,BASE-BADM,CCBY4.0,10.17190/AMF/1418684,https://doi.org/10.17190/AMF/1418684,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Sne,BASE-BADM,LEGACY,10.17190/AMF/1418684,https://doi.org/10.17190/AMF/1418684,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Sne,FLUXNET,CCBY4.0,10.17190/AMF/1871144,https://doi.org/10.17190/AMF/1871144,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Snf,BASE-BADM,CCBY4.0,10.17190/AMF/1579718,https://doi.org/10.17190/AMF/1579718,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Snf,BASE-BADM,LEGACY,10.17190/AMF/1579718,https://doi.org/10.17190/AMF/1579718,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Snf,FLUXNET,CCBY4.0,10.17190/AMF/1854371,https://doi.org/10.17190/AMF/1854371,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SO2,BASE-BADM,CCBY4.0,10.17190/AMF/1246097,https://doi.org/10.17190/AMF/1246097,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SO2,BASE-BADM,LEGACY,10.17190/AMF/1246097,https://doi.org/10.17190/AMF/1246097,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SO2,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SO3,BASE-BADM,CCBY4.0,10.17190/AMF/1246098,https://doi.org/10.17190/AMF/1246098,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SO3,BASE-BADM,LEGACY,10.17190/AMF/1246098,https://doi.org/10.17190/AMF/1246098,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SO3,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SO4,BASE-BADM,CCBY4.0,10.17190/AMF/1246099,https://doi.org/10.17190/AMF/1246099,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SO4,BASE-BADM,LEGACY,10.17190/AMF/1246099,https://doi.org/10.17190/AMF/1246099,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SO4,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SP1,BASE-BADM,CCBY4.0,10.17190/AMF/1246100,https://doi.org/10.17190/AMF/1246100,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SP1,BASE-BADM,LEGACY,10.17190/AMF/1246100,https://doi.org/10.17190/AMF/1246100,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SP1,FLUXNET,CCBY4.0,10.17190/AMF/2469470,https://doi.org/10.17190/AMF/2469470,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SP2,BASE-BADM,CCBY4.0,10.17190/AMF/1246101,https://doi.org/10.17190/AMF/1246101,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SP2,BASE-BADM,LEGACY,10.17190/AMF/1246101,https://doi.org/10.17190/AMF/1246101,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SP2,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SP3,BASE-BADM,CCBY4.0,10.17190/AMF/1246102,https://doi.org/10.17190/AMF/1246102,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SP3,BASE-BADM,LEGACY,10.17190/AMF/1246102,https://doi.org/10.17190/AMF/1246102,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SP3,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SP4,BASE-BADM,CCBY4.0,10.17190/AMF/1246103,https://doi.org/10.17190/AMF/1246103,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SP4,BASE-BADM,LEGACY,10.17190/AMF/1246103,https://doi.org/10.17190/AMF/1246103,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SP4,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SRC,BASE-BADM,CCBY4.0,10.17190/AMF/1246127,https://doi.org/10.17190/AMF/1246127,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SRC,BASE-BADM,LEGACY,10.17190/AMF/1246127,https://doi.org/10.17190/AMF/1246127,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SRC,FLUXNET,CCBY4.0,10.17190/AMF/1871145,https://doi.org/10.17190/AMF/1871145,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SRC,FLUXNET2015,CCBY4.0,10.18140/FLX/1440098,https://doi.org/10.18140/FLX/1440098,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/US-SRC
US-SRG,BASE-BADM,CCBY4.0,10.17190/AMF/1246154,https://doi.org/10.17190/AMF/1246154,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SRG,BASE-BADM,LEGACY,10.17190/AMF/1246154,https://doi.org/10.17190/AMF/1246154,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SRG,FLUXNET,CCBY4.0,10.17190/AMF/2204877,https://doi.org/10.17190/AMF/2204877,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SRG,FLUXNET2015,CCBY4.0,10.18140/FLX/1440114,https://doi.org/10.18140/FLX/1440114,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/US-SRG
US-SRM,BASE-BADM,CCBY4.0,10.17190/AMF/1246104,https://doi.org/10.17190/AMF/1246104,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SRM,BASE-BADM,LEGACY,10.17190/AMF/1246104,https://doi.org/10.17190/AMF/1246104,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SRM,FLUXNET,CCBY4.0,10.17190/AMF/2475756,https://doi.org/10.17190/AMF/2475756,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SRM,FLUXNET2015,CCBY4.0,10.18140/FLX/1440090,https://doi.org/10.18140/FLX/1440090,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/US-SRM
US-Srr,BASE-BADM,CCBY4.0,10.17190/AMF/1418685,https://doi.org/10.17190/AMF/1418685,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Srr,BASE-BADM,LEGACY,10.17190/AMF/1418685,https://doi.org/10.17190/AMF/1418685,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Srr,FLUXNET,CCBY4.0,10.17190/AMF/2229389,https://doi.org/10.17190/AMF/2229389,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SRS,BASE-BADM,CCBY4.0,10.17190/AMF/1660351,https://doi.org/10.17190/AMF/1660351,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SRS,BASE-BADM,LEGACY,10.17190/AMF/1660351,https://doi.org/10.17190/AMF/1660351,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SRS,FLUXNET,CCBY4.0,10.17190/AMF/2204878,https://doi.org/10.17190/AMF/2204878,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SSH,BASE-BADM,CCBY4.0,10.17190/AMF/1880916,https://doi.org/10.17190/AMF/1880916,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SSH,BASE-BADM,LEGACY,10.17190/AMF/1880916,https://doi.org/10.17190/AMF/1880916,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SSH,FLUXNET,CCBY4.0,10.17190/AMF/2469471,https://doi.org/10.17190/AMF/2469471,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Sta,BASE-BADM,CCBY4.0,10.17190/AMF/1246831,https://doi.org/10.17190/AMF/1246831,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Sta,BASE-BADM,LEGACY,10.17190/AMF/1246831,https://doi.org/10.17190/AMF/1246831,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Sta,FLUXNET,CCBY4.0,10.17190/AMF/2571107,https://doi.org/10.17190/AMF/2571107,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Sta,FLUXNET2015,CCBY4.0,10.18140/FLX/1440115,https://doi.org/10.18140/FLX/1440115,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/US-Sta
US-StJ,BASE-BADM,CCBY4.0,10.17190/AMF/1480316,https://doi.org/10.17190/AMF/1480316,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-StJ,BASE-BADM,LEGACY,10.17190/AMF/1480316,https://doi.org/10.17190/AMF/1480316,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-StJ,FLUXNET,CCBY4.0,10.17190/AMF/2229390,https://doi.org/10.17190/AMF/2229390,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-StS,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-StS,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-StS,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SuM,BASE-BADM,CCBY4.0,10.17190/AMF/1246158,https://doi.org/10.17190/AMF/1246158,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SuM,BASE-BADM,LEGACY,10.17190/AMF/1246158,https://doi.org/10.17190/AMF/1246158,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SuM,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SuS,BASE-BADM,CCBY4.0,10.17190/AMF/1246159,https://doi.org/10.17190/AMF/1246159,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SuS,BASE-BADM,LEGACY,10.17190/AMF/1246159,https://doi.org/10.17190/AMF/1246159,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SuS,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SuW,BASE-BADM,CCBY4.0,10.17190/AMF/1246157,https://doi.org/10.17190/AMF/1246157,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SuW,BASE-BADM,LEGACY,10.17190/AMF/1246157,https://doi.org/10.17190/AMF/1246157,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SuW,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SVC,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SVC,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SVC,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SVP,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SVP,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SVP,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Sx1,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Sx1,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Sx1,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Sx2,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Sx2,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Sx2,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Sx3,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Sx3,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Sx3,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Syv,BASE-BADM,CCBY4.0,10.17190/AMF/1246106,https://doi.org/10.17190/AMF/1246106,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Syv,BASE-BADM,LEGACY,10.17190/AMF/1246106,https://doi.org/10.17190/AMF/1246106,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Syv,FLUXNET,CCBY4.0,10.17190/AMF/2204879,https://doi.org/10.17190/AMF/2204879,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-Syv,FLUXNET2015,CCBY4.0,10.18140/FLX/1440091,https://doi.org/10.18140/FLX/1440091,,FLUXNET2015 data-citation page,https://fluxnet.org/sites/siteinfo/US-Syv
US-SZ1,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SZ1,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SZ1,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SZ2,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SZ2,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SZ2,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SZ3,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SZ3,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-SZ3,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-TaS,BASE-BADM,CCBY4.0,10.17190/AMF/2331383,https://doi.org/10.17190/AMF/2331383,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-TaS,BASE-BADM,LEGACY,10.17190/AMF/2331383,https://doi.org/10.17190/AMF/2331383,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-TaS,FLUXNET,CCBY4.0,10.17190/AMF/3365274,https://doi.org/10.17190/AMF/3365274,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-TCS,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-TCS,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-TCS,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-TEF,BASE-BADM,CCBY4.0,10.17190/AMF/2315770,https://doi.org/10.17190/AMF/2315770,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-TEF,BASE-BADM,LEGACY,10.17190/AMF/2315770,https://doi.org/10.17190/AMF/2315770,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-TEF,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-TFF,BASE-BADM,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-TFF,BASE-BADM,LEGACY,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-TFF,FLUXNET,CCBY4.0,,,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-TKs,BASE-BADM,CCBY4.0,10.17190/AMF/2586674,https://doi.org/10.17190/AMF/2586674,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-TKs,BASE-BADM,LEGACY,10.17190/AMF/2586674,https://doi.org/10.17190/AMF/2586674,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
US-TKs,FLUXNET,CCBY4.0,10.17190/AMF/3027378,https://doi.org/10.17190/AMF/3027378,,AmeriFlux V2 site_info_display API,https://amfcdn.lbl.gov/api/v2/site_info_display/AmeriFlux
